iter	MultiClass
346	0.5281221604
347	0.5277901772
348	0.5275303162
349	0.5272718317
350	0.5268634501
351	0.5265996762
352	0.5263778484
353	0.5260795709
354	0.5256436109
355	0.5252581516
356	0.5249913069
357	0.5247874048
358	0.5245823818
359	0.5243647004
360	0.5241557659
361	0.5234096414
362	0.5231189437
363	0.5228511406
364	0.522186691
365	0.5219114108
366	0.5214886495
367	0.520674788
368	0.5202592571
369	0.5200288071
370	0.5196789466
371	0.5193643224
372	0.5189283358
373	0.5187363758
374	0.5184355635
375	0.5181918993
376	0.5180129835
377	0.5176931608
378	0.5174637134
379	0.5171126919
380	0.5165010577
381	0.5162361027
382	0.5158312431
383	0.5155909992
384	0.5153217864
385	0.5151188792
386	0.514778693
387	0.5145589762
388	0.5141348037
389	0.5136972222
390	0.513297317
391	0.5129096034
392	0.5124846369
393	0.5119798313
394	0.5117188702
395	0.5112596092
396	0.5108825576
397	0.5105089183
398	0.5101652056
399	0.5099808358
400	0.509706515
401	0.5094666089
402	0.5092028803
403	0.5089565817
404	0.5086595824
405	0.508129936
406	0.5077688884
407	0.5076002251
408	0.5072568133
409	0.5070573907
410	0.5068579583
411	0.5065683281
412	0.5061086553
413	0.5058838612
414	0.5056629093
415	0.5054317175
416	0.5052157707
417	0.5048972983
418	0.504633667
419	0.5043807034
420	0.5041514211
421	0.503720266
422	0.503412975
423	0.5028250656
424	0.5025959719
425	0.5023408768
426	0.5021272601
427	0.5015629444
428	0.5013245844
429	0.5011123368
430	0.5008233518
431	0.5003593202
432	0.4999020953
433	0.4996407438
434	0.4994590996
435	0.4992697588
436	0.4989665158
437	0.4987675528
438	0.4985661581
439	0.4982946597
440	0.4979796512
441	0.4973988807
442	0.4970435996
443	0.4967650352
444	0.4965084216
445	0.4962589996
446	0.4960722466
447	0.4957547807
448	0.4953649038
449	0.495137437
450	0.4949475888
451	0.4947387679
452	0.4944755085
453	0.4942795212
454	0.4940510681
455	0.4938346682
456	0.4934384813
457	0.4931940724
458	0.4928674339
459	0.4926057169
460	0.492167725
461	0.4919663351
462	0.4917564497
463	0.4915281882
464	0.4913122018
465	0.4906492385
466	0.4901618409
467	0.4899356148
468	0.4896828925
469	0.4889589301
470	0.4885065282
471	0.4882816782
472	0.4877215891
473	0.4874944491
474	0.4871544909
475	0.4869018735
476	0.4867185562
477	0.4864606799
478	0.4862118373
479	0.4859846258
480	0.4854641563
481	0.4852454493
482	0.4849950189
483	0.4847197293
484	0.4843325729
485	0.4840342947
486	0.4838271477
487	0.4835782547
488	0.4832365982
489	0.4828948113
490	0.482597147
491	0.4823462469
492	0.4820403764
493	0.481703323
494	0.4815035291
495	0.4813219623
496	0.481074923
497	0.4800906946
498	0.479838124
499	0.4796457836
